item_id	Seller	Actors	Actual Color	Artist ID	Aspect Ratio	Color	Genre ID	ISBN	Item Class ID	Literary Genre	MPAA Rating	Product Long Description	Product Name	Product Short Description	Publisher	Recommended Location	Recommended Room	Recommended Use	Short Description	Synopsis	actual_color	tag
3856									1			"Heat Shrink Tubing, Material Flexible Polyolefin, Thin Wall, Temp. Range -67 Degrees to 275 Degrees F, Shrink Ratio 2:1, Blue, Length 1500 ft., Wire Range 16 to 12 AWG, I.D. Before Shrinking 0.125 In., I.D. After Shrinking 0.062 In., Wall Thickness After Shrinking 0.020 In., Shrink Temp. 203 Degrees F, Max. Voltage 600V, Features Flame Retardant, Flexible, Standards UL Recognized to Standard 224 - File E35586<br><b>Features</b><ul><li>Color : Blue</li><li>Features : Flame Retardant, Flexible</li><li>Item : Heat Shrink Tubing</li><li>Length : 1500 ft.</li><li>Max. Voltage : 600V</li><li>Wire Range : 16 to 12 AWG</li><li>Standards : UL Recognized to Standard 224 - File E35586</li><li>Shrink Ratio : 2:1</li><li>Material : Flexible Polyolefin</li><li>Temp. Range : -67 Degrees  to 275 Degrees F</li><li>I.D. Before Shrinking : 0.125""</li><li>I.D. After Shrinking : 0.062""</li><li>Wall Thickness After Shrinking : 0.020""</li><li>Wall Type : Thin Wall</li><li>Shrink Temp. : 203 Degrees F</li></ul>"	RAYCHEM CPGI-RNF-100-1/8-BU-1500 Shrink Tubing, 0.125 In ID, Blue, 1500 ft	Shrink Tubing,0.125in ID,Blue,1500ft								[4537]
3857									1			"<div id=""seqbpdescription"">Medium strength, standard right-angle ties, most commonly used for cable routing</div>"	"Cobra Ties 8"" x 40lb (225 x 3.5mm) Intermediate Zip Ties, Fluoresent Yellow, Bag of 100"						Medium strength, standard right-angle ties, most commonly used for cable routing			[4537]
3858	UnbeatableSale.com		Multicolor						19			C2GDISPLAYPORT TO HDMI ACTIVE	DisplayPort to HDMI Active						DisplayPort to HDMI Active			[4537]
3859	Cymax		Multicolor						1			"Everything is ready for your presentations with the mobile 52 Flat Panel TV Cart. There is plenty of storage for additional documentation for your presentations and sitting on 4 lockable casters you can easily move the cart to the ideal presentation location.  Durable steel construction and pyramid looking design for stability ; Holds up to 52"" flat panel screen or 110 pound weight ; Shelf can be pulled out from front or back for laptop or other presentation needs ; Security drawer to store extra valued equipment or documentation and stored under top shelf when not in use ; Equipped with 4"" swivel caster ( two with lock ) ; Comes with UL listed / CSA approved 20' cord, 4-outlets power strip with surge protector and cord winder ; Powder paint finish: black ; Ready to assemble . Specifications: Overall Dimension (without mount): 44"" H x 32"" W x 22"" D ; Top Shelf Dimension: 32"" W x 18"" D; Middle / Bottom Shelf Dimension: 32"" W x 22"" D; Cabinet interior dimension: 17"" H x 31.5"" W x 21.5"" D; Drawer dimension: 5"" H 28.75"" W x 18.17"" D; Pull out shelf size: 19.5"" W x 18"" D; Mounting post size: 32"" H x 29"" W ."	"VTI Wide Body 52"" Flat Panel TV Cart with Front/Back Cabinet and Drawer"			Indoor		Television	"Vti Wide Body 52"" Flat Panel Tv Cart With Front/Back Cabinet And Drawer Vti Tv Carts  Adults New Transitional"			[581514]
3860									50			"<p><p>NEC's Digital Signage Solutions provide a complete bundled product for customers that need a professional-grade display and computer to source content. The P403-PC bundle includes a 40"" P403 display and OPS-PCIA-WH computer seamlessly integrated utilizing the expansion slot of the display. This built-in functionality allows for a clean, hidden integration while reducing the bill of materials needed for installation. LED edge lighting delivers environmental, economic, and aesthetic impact. With a decreased total cost of ownership, a thinner and lighter cabinet, and customizable connectivity options, the P series displays deliver stunning solutions. Everytime. This new generation of display received a full chassis upgrade with the addition of a second expansion slot, faster processing times, evolved daisy chain performance, and near field communication capabilities (for setup and servicing only).</p></p><b><U>Technical Information</U><BR></b><br><b>Features:</b> Open Pluggable Specification (OPS), Landscape/Portrait Viewable, Carbon Footprint Meter, Plug and Play, Screen Saver, Ambient Light Sensor, Side by Side, Picture on Picture, Media Player<br><br><b><U>Display & Graphics</U><BR></b><br><b>Screen Size:</b> 40""<br><b>Display Screen Type:</b> LCD<br><b>Display Resolution:</b> 1920 x 1080<br><b>Response Time:</b> 8 ms<br><b>Aspect Ratio:</b> 16:9<br><b>Horizontal Viewing Angle:</b> 178&deg;<br><b>Vertical Viewing Angle:</b> 178&deg;<br><b>Backlight Technology:</b> Edge LED<br><br><b><U>Audio</U><BR></b><br><b>Number of Speakers:</b> 2<br><b>Speakers:</b> Yes<br><br><b><U>Video</U><BR></b><br><b>Scan Format:</b> 1080p<br><b>Standard Refresh Rate:</b> 60 Hz<br><b>Native Contrast Ratio:</b> 4,000:1<br><b>Brightness:</b> 700 Nit<br><br><b><U>Network & Communication</U><BR></b><br><b>Ethernet:</b> Yes<br><b>Ethernet Technology:</b> Ethernet<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>DVI:</b> Yes<br><b>VGA:</b> Yes<br><b>HDMI:</b> Yes<br><b>DisplayPort:</b> Yes<br><b>Network (RJ-45):</b> Yes<br><b>Audio Line In:</b> Yes<br><b>Audio Line Out:</b> Yes<br><b>Serial:</b> Yes<br><br><b><U>Power Description</U><BR></b><br><b>Power Consumption:</b> 110 W<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Black<br><b>VESA Mount Compatible:</b> Yes<br><b>VESA Mount Standard:</b> 300 x 300<br><b>Height:</b> 21""<br><b>Width:</b> 36.2""<br><b>Depth:</b> 2.6""<br><b>Weight (Approximate):</b> 39.70 lb<br><br><b><U>Miscellaneous</U><BR></b><br><b>Package Contents:</b> <ul> <li>LED Backlit Professional-Grade Large Screen Display with Integrated Computer</li> <li>Power cord</li> <li>1.8m DVI-D cable</li> <li>Single board computer</li> <li>Wireless remote control</li> <li>Batteries</li> <li>CD-ROM (User Manual)</li> <li>Option board slot cover</li> <li>Screws</li> <li>Thumbscrews</li> </ul><br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 3 Year"	"Nec Display Led Backlit Professional-grade Large Screen Display With Integrated Computer - 40"" Lcdethernet (p403-pc)"	"<p><p>NEC's Digital Signage Solutions provide a complete bundled product for customers that need a professional-grade display and computer to source content. The P403-PC bundle includes a 40"" P403 display and OPS-PCIA-WH computer seamlessly integrated utilizing the expansion slot of the display. This built-in functionality allows for a clean, hidden integration while reducing the bill of materials needed for installation. LED edge lighting delivers environmental, economic, and aesthetic impact. With a decreased total cost of ownership, a thinner and lighter cabinet, and customizable connectivity options, the P series displays deliver stunning solutions. Everytime. This new generation of display received a full chassis upgrade with the addition of a second expansion slot, faster processing times, evolved daisy chain performance, and near field communication capabilities (for setup and servicing only).</p></p>"								[447913]
3861									1		R	Set in New England circa 1630, The Witch follows a farmer who get cast out of his colonial plantation and is forced to move his family to a remote plot of land on the edge of an ominous forest rumored to be controlled by witches. Almost immediately, strange and unsettling things begin to happen-the animals turn violent, the crops fail, and one of the children disappears, only to return seemingly possessed by an evil spirit.  As suspicion and paranoia mount, everyone begins to point the finger at teenage daughter Thomasin. They accuse her of witchcraft, which she adamantly denies...but as circumstances become more and more treacherous, each family member's faith, loyalty, and love will be tested in shocking and unforgettable ways.<BR><BR><br><B>Studio 1:</B> A24 Films<BR><br><B>Video Release Date:</B> 2016-05-17<BR><br><B>Run time:</B> 92 minutes<BR><br><B>Director:</B> Robert Eggers<BR><br><B>Starring:</B>Anya Taylor-joy,Ralph Ineson,Kate Dickie,Harvey Scrimshaw<BR><br>	Witch [blu Ray W]						short description is not available			[4537]
3862	Zoro								19			"Manual Transfer Switch, Max. Wattage 7500, Max. Amps 60, Height 13-3/4 In., Width 7 In., Depth 4-1/2 In., NEMA Enclosure Type 1, Number of Circuits 10, Enclosure Material Steel, Voltage 125/250, Warranty 1 yr., Gray, Includes Watt Meters and Power Inlet, Meter Type Dual Watt, Mount Wall, NEMA Connector L14-30, Phase 1, Standards UL1008<br><b>Features</b><ul><li>Voltage : 125/250</li><li>NEMA Connector : L14-30</li><li>Phase : 1</li><li>Item : Manual Transfer Switch</li><li>Includes : Watt Meters and Power Inlet</li><li>Mount : Wall</li><li>Max. Wattage : 7500</li><li>NEMA Enclosure Type : 1</li><li>Number of Circuits : 10</li><li>Color : Gray</li><li>Meter Type : Dual Watt</li><li>Depth : 4-1/2""</li><li>Height : 13-3/4""</li><li>Max. Amps : 60</li><li>Width : 7""</li><li>Enclosure Material : Steel</li><li>Standards : UL1008</li><li>Warranty : 1 yr.</li></ul>"	RELIANCE 30310A Manual Transfer Switch, 60A, 125/250V	Manual Transfer Switch,60A,125/250V								[4483]
3863	BargainStation.com		Multicolor						19			"<li>Input Receptacles: NEMA 5-20P</li><li>Output Receptacles: 10 x NEMA 5-20R</li><li>Protection Type: Overload Protection</li><li>Input Voltage: 120 V AC</li><li>Output Voltage: 120 V AC</li><li>Form Factor: Rack-mountable</li><li>Form Factor: Vertical Rackmount</li><li>Height: 1.8""</li><li>Width: 17.5""</li><li>Depth: 2.3""</li><li>Weight (Approximate): 4.47 lb</li><li>Rack Height: 1U</li><li>Package Contents: <ul><li>Basic PDU20B2F8R 10-Outlets PDU</li><li>Cord Retention Tray</li></ul></li><li>Limited Warranty: Lifetime</li><h3>Package Contents</h3><ul><li>Basic PDU20B2F8R 10-Outlets PDU</li><li>Cord Retention Tray</li></ul>"	CYBERPOWER SYSTEMS USA PDU20B2F8R 20A BASIC PDU 1U 10 OUT 5-20R						<p>The CyberPower Basic PDU20B2F8R 10-Outlets PDU provides 120V 20A output. It distributes power to 10 NEMA 5-20R receptacles from a single NEMA 5-20P plug, with unfiltered electrical pass-through. Designed for datacenters and other electrically demanding applications, this unit has a rugged, industrial-grade metal housing and a 15-foot AC power cord. It can be mounted either horizontally or vertically, includes a cord retention tray and is ETL/RoHS certified. A lifetime warranty ensures that this PDU is free of defects in design, assembly, material or workmanship.</p>			[4483]
3864			Multicolor						1			"<center>	<img align=""center"" alt=""MONOPRIOCE Wall Mount Logo Locations"" border=""0"" hspace=""12"" src=""http://downloads.monoprice.com/files/images/No_Logo.png"" vspace=""5"" width=""800"" /></center><br /><p>	Don&#39;t leave your flat panel TV on a table or stand where it can be knocked over and damaged; or even worse injure a child or pet. Instead; mount it securely and safely to the wall using this Low Profile Wall Mount Bracket from Monoprice!</p><p>	This mount bracket features an ultra-slim form factor; which puts the back of the TV only about 0.75&quot; away from the wall; making it ideal for displays with side or bottom facing connections. The mount includes a security bracket; which prevents removal of the display from the mount (padlock not included).</p><p>	This bracket is designed to mount an LCD; LED; or Plasma display with a VESA mounting pattern between 75x75 and 400x200; which includes most 32&quot; to 55&quot; TVs*. It can be mounted to any type wall (brick; concrete; wood stud; etc.) and can safely hold up to 165 lbs (including the weight of the mount itself). Mounting hardware is included.</p><p style=""color: red"">	<em>* Note that the display screen size is only an approximation. Your TV is compatible with this mount as long as your display has a VESA mounting pattern and weight that fit within the size and weight limits listed above. </em></p><br /><br /><p>	<strong>Support Files: </strong></p><ul>	<li>		<a href=""http://downloads.monoprice.com/files/manuals/6283_Manual_110830.pdf"" style=""color: blue; text-decoration: underline"" target=""_blank"">User&#39;s Manual</a> (Aug 30; 2011)</li></ul>"	Ultra-Slim Fixed Wall Mount Bracket for LCD LED Plasma (Max 165 lbs, 32 - 55 inch), BLACK  (6283)						Ultra-Slim Fixed Wall Mount Bracket for LCD LED Plasma (Max 165 lbs_ 32 - 55 inch)_ BLACK - NO LOGO (6283)			[581514]
3865			Assorted						19			*Durable construction *Features 8 GB of storage *Has movable joints and lights up when plugged in! *Officially licensed *Brand new in display box	Iron Man 3 Iron Man Right Hand 8 GB USB Flash Drive						*Durable construction<br>*Features 8 GB of storage<br>*Has movable joints and lights up when plugged in!<br>*Officially licensed<br>*Brand new in display box			[529295]
3866									19			Samsung UN55H6203 55-inch LED Smart TV - 1920 x 1080 - 240 Clear Motion Rate - DTS Premium Sound 5.1 - Wi-Fi- HDMI. (Refurbished)<br><br> This is a refurbished item restored to meet manufacturer quality standards. They may show limited signs of use and cosmetic blemishes and carry a manufacturer warranty. If the manufacturer is unable to assist with the warranty, Tech For Less will warrant the item with the same coverage as the manufacturer.  These items can be in the original manufacturer box or repackaged for protection during shipping.<br><ul><li>Model Number: UN55H6203</li><li>Product Name: Samsung UN55H6203</li><li>Product Type: LED Smart TV</li><li>Display Size: 55-inch</li><li>Display Technology: LED</li><li>Display Resolution: 1920 x 1080</li><li>Refresh Rate: 240 Clear Motion Rate</li><li>Sound Effect: DTS Studio Sound</li><li>DTS: DTS Premium Sound 5.1</li><li>Sound Output: 10W x 2</li><li>Speaker Type: Down Firing + Full Range</li><li>Wireless: Built-In</li><li>Features: Smart Hub, Apps Platform, Wide Color Enhancer, ConnectShare, Closed Captioning, Anynet+, Game Mode, V-Chip</li><li>Interfaces: 2 x HDMI, 2 x USB, 1 x Ethernet, 1 x Component, 1 x Composite, 1 x RF-in, 1 x Digital Audio Out, 1 x Mini-jack out, 1 x IR Out, 1 x RS232C</li><li>Dimensions with Stand: 49.3 x 31.1 x 9 inches</li><li>Dimensions without Stand: 49.3 x 28.7 x 9 inches</li></ul>	Samsung UN55H6203 55-inch LED Smart TV - 1920 x 1080 - 240 Clear (Refurbished)	The Samsung UN55H6203 LED Smart TV provides an array of options and features for the best viewing experience. The full HD Resolution provides a great picture that you can catch all the details of your favorite films or games. With Built-in Wi-Fi, connect to all your favorite applications, movies, shows while compiling them all into the smart hub section, giving you a clean and organized entertainment section. The S-Recommendation feature will provide options and selection of shows and movies based on your own preferences or what is popular and trending.								[447913, 1229817, 1229821, 3304195]
3867									1		PG-13	"Starring Eddie Redmayne (""Les Miserables"") and Felicity Jones (""The Amazing Spider-Man 2""), this is the extraordinary story of one of the world's greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde. Once a healthy, active young man, Hawking received an earth-shattering diagnosis at 21 years of age. With Jane fighting tirelessly by his side, Stephen embarks on his most ambitious scientific work, studying the very thing he now has precious little of - time. Together, they defy impossible odds, breaking new ground in medicine and science, and achieving more than they could ever have dreamed. The film is based on the memoir Travelling to Infinity: My Life with Stephen, by Jane Hawking, and is directed by Academy Award winner James Marsh (""Man on Wire"").<BR><BR><br><B>Studio 1:</B> Focus<BR><br><B>Video Release Date:</B> 2015-02-17<BR><br><B>Animated:</B> Live-action<BR><br><B>Director:</B> James Marsh<BR><br><B>Starring:</B>Eddie Redmayne,Felicity Jones,Emily Watson,David Thewlis<BR><br>"	Theory Of Everything [dvd]						short description is not available			[95987]
3868	TonZof		Multicolor		4:3			27242795211.0	19			<p><p>LTO 5 data cartridge offers Advanced Alloy Armored Metal Particle (A3MP) technology to provide protection for your most valuable data. A3MP uniformly coats the metal particles with alloys and ceramics to provide high-output characteristics, maintain a high resistance to environmental conditions, and reduce variations in particle size when compared to conventional materials. Data cartridge offers an SFF 1/2 configuration, recording capacity of 1.5TB (native)/3.0TB (compressed), and transfer rate of 140MB per seconds (native), 280MB per second (compressed).</p></p><b><U>Technical Information</U><BR></b><br><b>Tape Technology:</b> LTO-5<br><b>Compressed Storage Capacity:</b> 3 TB<br><b>Native Storage Capacity:</b> 1.50 TB<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Weight (Approximate):</b> 6.40 oz<br><br><b><U>Miscellaneous</U><BR></b><br><b>Recycled:</b> No<br><b>Recycled Content:</b> 0%<br><b>Post-consumer-waste%:</b> 0%<br><b>Assembly Required:</b> No<br><b>Country of Origin:</b> Japan<br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> Lifetime	Sony Ltx1500g Data Cartridge - Lto Ultrium Lto-5 1.50 Tb (native) / 3 Tb						Description:  The Sony LTO Ultrium LTO 5 Data Cartridge features a native storage capacity of 1.5TB and a compressed storage capacity of 3.0TB. The native transfer rate is 140MB/s; the compressed rate is 280MB/s. The LTO 5 also features Metal Particle media technology, a native recording capacity of 1.5TB and compressed recording capacity of 3.0TB. Sony's lifetime warranty ensures that the LTO 5 Data Cartridge will provide excellent reliability and performance.; Features:  Storage capacity of 1.5TB (native) and 3.0TB (compressed) ; Transfer rates of 140MB/s (native) and 280MB/s (compressed) ; Cartridges use reliable and high-performance binder and particle technology;			[127175]
3869									1			Universal Tilt TV Mount, Antimicrobial, For Use With 37 to 60 In. Flat Panel Screens, Load Capacity (Lb.) 200, Tilting Angle (Deg.) 0, Pitch (Deg.) 0, Swivel Angle (Deg.) 0Overall Height (In.) 18-1/2, Overall Width (In.) 36-7/8, Overall Depth (In.) 5-3/4, Mounting Wall, Color Black, Finish Scratch Resistance Fused EpoxyFeatures Open Wall Plate Architecture, Increlok(TM) Feature, Easy Grip Ratcheting Handle, Construction Steel, Standards UL Listed, OSHPD<br><b>Features</b><ul><li>Color : Black</li><li>Features : Open Wall Plate Architecture, Increlok(TM) Feature, Easy Grip Ratcheting Handle</li><li>Finish : Scratch Resistance Fused Epoxy</li><li>Item : Universal Tilt TV Mount</li><li>Load Capacity (Lb.) : 200</li><li>Overall Depth (In.) : 5-3/4</li><li>Overall Height (In.) : 18-1/2</li><li>Overall Width (In.) : 36-7/8</li><li>Pitch (Deg.) : 0</li><li>Type : Antimicrobial</li><li>Construction : Steel</li><li>Mounting : Wall</li><li>Standards : UL Listed, OSHPD</li><li>Swivel Angle (Deg.) : 0</li><li>Tilting Angle (Deg.) : 0</li></ul>	PEERLESS ST660-AB TV Mount, Antimicrobial, 39-80 in, Wall, Blk	TV Mount,Antimicrobial,39-80 in,Wall,Blk								[581514]
3870									1			Hydrometer, Scale API, Scale Divisions 0.2, Range 30/90, Length 380mm, Temp. Range 0 Degrees to 150 Degrees F, Application API, Standards NIST<br><b>Features</b><ul><li>Application : API</li><li>Item : Hydrometer</li><li>Length : 380mm</li><li>Temp. Range : 0 Degrees  to 150 Degrees F</li><li>Range : 30/90</li><li>Scale Divisions : 0.2</li><li>Standards : NIST</li><li>Scale : API</li></ul>	THERMCO GW6001X Hydrometer,API,0.2	Hydrometer,API,0.2								[4483]
3871									1			Allied Telesis Net.Cover BASIC PLUS - Extended service agreement - replacement - 1 year - shipment - NBD - for P/N: AT-X600-24TS	Allied Telesis Net.Cover BASIC PLUS						short description is not available			[4483]
3872			Multicolor						1			** Free Shipping ** <br><strong>UNV12113</strong><BR/>Universal File Folders<BR/>Classic folder constructed to resist tearing. Bottom triple-scored for no-sag expansion. Undercut at tabs for increased indexing area. 11 pt. Manila stock. File Folder Type: Top Tab Size: Letter Folder Material: 11 pt. Manila Colors: Manila.<BR/><BR/><strong>FEL99004</strong><BR/>Fellowes Advanced Computer Series Surge Protector<BR/>7-outlet unit is ideal for small business computers, telephone systems as well as sophisticated office machines. Reliable 15-amp circuit breaker offers overload protection. Catastrophic fuse provides additional peace of mind. LED surge and wiring indicator lights assure you equipment is functioning properly. 50,000 Connected Equipment Warranty delivers confidence. UL/cUL Listed for trustworthiness you expect. Number of Outlets: 7 Joules Of Surge Protection: 840 J.KITFEL99004UNV12113. FEL99004UNV12113. Shoplet Best Value Kit - Fellowes Advanced Computer Series Surge Protector (FEL99004) and Universal File Folders (UNV12113). Surge Protectors	Shoplet Best Value Kit - Fellowes Advanced Computer Series Surge Protector (F...	<strong>UNV12113</strong><BR/>Universal File Folders<BR/>Classic folder constructed to resist tearing. Bottom triple-scored for no-sag expansion. Undercut at tabs for increased indexing area. 11 pt. Manila stock. File Folder Type: Top Tab Size: Letter Folder Material: 11 pt. Manila Colors: Manila.<BR/><BR/><strong>FEL99004</strong><BR/>Fellowes Advanced Computer Series Surge Protector<BR/>7-outlet unit is ideal for small business computers, telephone systems as well as sophisticated office machines. Reliable 15-amp circuit breaker offers overload protection. Catastrophic fuse provides additional peace of mind. LED surge and wiring indicator lights assure you equipment is functioning properly. 50,000 Connected Equipment Warranty delivers confidence. UL/cUL Listed for trustworthiness you expect. Number of Outlets: 7 Joules Of Surge Protection: 840 J.KITFEL99004UNV12113. FEL99004UNV12113. Shoplet Best Value Kit - Fellowes Advanced Computer Series Surge Protector (FE...								[4483]
3873									1			"<p><p>Easy to use and install, the Level Mount NT65MC is designed to fit any 37-85"" Flat Panel TV up to 150 lbs. This unit pans up to 30&deg;; extends up to 14"", tilts up to 15&deg; and swivels to position the screen for an optimal viewing experience. Everything needed for mounting is included in the box: A built in bubble level, stud finder with battery, extension arms and mounting hardware.</p></p><b><U>Product Information</U><BR></b><br><b>Device Supported:</b> Flat Panel Display<br><b>Maximum Load Capacity:</b> 150 lb<br><b>Minimum Screen Size Supported:</b> 37""<br><b>Maximum Screen Size Supported:</b> 85""<br><b>Features:</b> Tilt, Pan, Swivel, Durable, Leveling System<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Black<br><b>VESA Mount Compatible:</b> Yes<br><b>VESA Mount Standard:</b> 75 x 75, 100 x 100, 200 x 200, 400 x 400, 600 x 600, 800 x 800<br><b>Material:</b> Steel<br><b>Height:</b> 37.5""<br><b>Width:</b> 12""<br><b>Length:</b> 5.5""<br><b>Weight (Approximate):</b> 24.60 lb<br><br><b><U>Miscellaneous</U><BR></b><br><b>Package Contents:</b> <ul><li>Bubble Level</li><li>Stud Finder with Battery</li><li>Extension Arms</li><li>Mounting Hardware</li></ul><br><b>Additional Information:</b> <p>Easily mounts to wood, concrete or metal studs for flexible placement options</p><br><b>Country of Origin:</b> China<br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> Lifetime"	"Level Mount Mounting Arm for Flat Panel Display - 37"" to 75"" Screen Support - 150.00 lb Load Capacity - Steel - Matte Black"	"<p>Easy to use and install, the Level Mount NT65MC is designed to fit any 37-85"" Flat Panel TV up to 150 lbs. This unit pans up to 30&#176;; extends up to 14"", tilts up to 15&#176; and swivels to position the screen for an optimal viewing experience. Everything needed for mounting is included in the box: A built in bubble level, stud finder with battery, extension arms and mounting hardware.</p><BR><BR>Package Contents:<ul>   <li>Bubble Level</li>    <li>Stud Finder with Battery</li>    <li>Extension Arms</li>    <li>Mounting Hardware</li> </ul>"								[581514]
3874									1			<p>With Atlantic's Record LP Crate you can rest assured your vinyl record LPs are organized, safe and secure in a cool retro storage crate, dripping with vintage style. Designed to be right at home in a classic record shop.</p><b><U>Product Information</U><BR></b><br><b>Item Capacity:</b> 50 x LP Record<br><b>Application/Usage:</b> LP Record<br><b>Features:</b> Stackable, Moisture Resistant, Handle<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Natural<br><b>Material:</b> Medium Density Fiberboard (MDF)<br><br><b><U>Miscellaneous</U><BR></b><br><b>Assembly Required:</b> Yes	Atlantic Record Crate 50 - 50 X Lp Record - Natural - Medium Density Fiberboard [mdf] (96635873)	With Atlantic's Record LP Crate you can rest assured your vinyl record LPs are organized, safe and secure in a cool retro storage crate, dripping with vintage style. Designed to be right at home in a classic record shop.								[106546]
3875									1			Journey along with Jonah Miller into an Illinois Amish community where he seeks a new beginning and a new chance to love-Features- Super - Fiction- Primary - General- Sub - Romance- Author - Brunstetter Wanda- Publisher - Shiloh Run Press SKU: ANCRD59803	Shiloh Run Press 122044 Audiobook - Audio CD - Decision, Prairie State Friends V1, Unabridged						<p>Journey along with Jonah Miller into an Illinois Amish community where he seeks a new beginning and a new chance to love.</p><b>Features</b>.			[4483]
3876	BigFly								19			Low Max exercise DVD is a 70 minute High Intensity Low Impact workout performed on an 8 inch step height (this height is optional and no higher than 8 inches is recommended). The workout begins with an 8 minute warm up and is followed by 7 low impact step combo's alternated with 7 low impact intensity blasts. A 6 minute stretch completes the workout. All of the step combo's are approximately 5 minutes in length and all of the intensity blasts are approximately 3 minutes in length.	Cathe Friedrich's Low Max DVD	Cathe Friedrich's Low Max DVD								[95987]
3877									19			Samsung DVD-E360 Progressive Scan DVD Player - USB 2.0 - Dolby Digital Surround Effects. (Refurbished)<br><br> This is a refurbished item restored to meet manufacturer quality standards. They may show limited signs of use and cosmetic blemishes and carry a manufacturer warranty. If the manufacturer is unable to assist with the warranty, Tech For Less will warrant the item with the same coverage as the manufacturer.  These items can be in the original manufacturer box or repackaged for protection during shipping.<br><ul><li>Model number: DVD-E360</li><li>Product Name: Samsung DVD-E360 DVD Player</li><li>Form Factor: Progressive Scan</li><li>Media Type: CD-R, CD-RW, DVD-R, DVD+RW, DVD-RW, DVD+R, DVD, CD, Video CD, CD-DA</li><li>Media Load Type: Tray</li><li>Analog Video Signal: Composite video, component video</li><li>Supported Digital Standards: Video Standards: MPEG-2, MPEG-4, WMV; Audio Standards: MP3; Photo Standards: JPEG</li><li>Sound Output Mode: Stereo</li><li>Surround Sound Effects: DTS Digital Surround</li><li>Digital Audio Format: Dolby Digital output</li><li>Remote Control Type: Remote control</li><li>Remote control Technology: Infrared</li><li>Connector Type: Digital audio output (coaxial) (RCA phono), USB 2.0 (4 pin USB Type A), Component video output (RCA phono x 3), Composite video output (RCA phono)</li><li>Dimensions: 11.8 x 1.7 x 8.1 I inches</li><li>Weight: 2.4 lbs</li></ul>	Samsung DVD-E360 Progressive Scan DVD Player - USB 2.0 - Dolby (Refurbished)						short description is not available			[95987]
3878	Bic Warehouse		Multicolor						19			"GE Q-Line Circuit Breaker - Q-Line circuit breaker. Features a dedicated calibration screw which is cemented to prevent shifting. The attached screw creates a stable calibration for optimum performance. Tin-plated copper stab creates a reliable, permanent, and corrosion resistant connection. Case is made of heat resistant thermoset for stability and structural integrity. Box type terminals, trips to center position. Meets NEMA standards. ANSI (American National Standards Institute) and CSA (Canadian Standards Association) certified. - Amperage Rating: 20A, Type: Q-Line, Number of Poles: 1 Pole, Frame Size: 1 Space, Voltage Rating: 120V/240V, Breaker Size: 1/2"", Wire Size: #14-8 kcmil/#12-8 kcmil, UL Listed: Yes, Pkg Qty: 1"	GE Industrial Dept. 20a Sp Circuit Breaker THQP120						20a Sp Circuit Breaker			[4483]
3879	UnbeatableSale.com								1			Digital oscilloscopes by AKTAKOM ADS-2xxx series with Unique 7'' wide-screen Color TFT LCD display have high real-time sampling rate up to 1GSa/s- ADS-2xxx oscilloscopes with M index have high memory depth, that allows them to register more durable signal than standard oscilloscopes- High functionality of these oscilloscopes allows a wide range of tasks such as production process as well as design and maintenance- Dual channels + external trigger- Bandwidth 100 MHz- Sample rate (Real time) 1GS/s- Max Record length 6Mpts- 7'' 480x234 64K color TFT LCD display SKU: TMALT020	TM Atlantic AKTAKOM ADS-2102M dual channel Oscilloscope 100 MHz	Digital oscilloscopes by AKTAKOM ADS-2xxx series with Unique 7'' wide-screen Color TFT LCD display have high real-time sampling rate up to 1GSa/s.								[1070524, 4537]
3880	Zoro								1			2 Way Corner Connector, Width 1 In., Molded Nylon Material<br><b>Features</b><ul><li>Width (In.) : 1</li><li>Item : 2 Way Corner Connector</li><li>Material : Molded Nylon</li><li>Capacity (Lb.) : 0.065</li></ul>	80/20 9220 Corner Connector, 2 Way, Width 1 In.	Corner Connector,2 Way,Width 1 In.								[4537]
3881	iSave		Silver						19			<br><b>SanDisk Sdcz55-008g-a46s 8GB Cruzer Facet USB Flash Drive:</b><ul><li>Capacity: 8GB<li>Faceted, textured design with stainless steel casing<li>Encrypted password protection with SanDisk SecureAccess software<li>Password protection uses 128-bit AES encryption and is supported by Windows XP, Vista, 7 and Mac OS X v10.5+<li>Compact profile fits in pocket or purse<li>Color: silver</ul>	SanDisk Sdcz55-008g-a46s 8GB Cruzer Facet USB Flash Drive, Silver						Take the stylish, compact way to transport your data. Combining fashion and function, the 8GB silver Cruzer Facet USB Flash Drive from SanDisk lets you stylishly take your most important data wherever you go. This drive features a unique, faceted design and stainless steel casing, making it an ideal accessory for style-driven data users. This USB drive keeps your photos, videos, music and personal data secure with the SanDisk exclusive password-protection software. The password protection software uses 128-bit AES encryption and is supported by Windows XP, Vista, 7 and Mac OS X 10.5+ (software download required for Mac).			[529295]
